file,scan_number,mean_laser_current,in_control,mean,max,min,stddev,wavelet_level_0_energy_ratio,wavelet_level_1_energy_ratio,wavelet_level_2_energy_ratio,wavelet_level_3_energy_ratio,wavelet_level_0_entropy,wavelet_level_1_entropy,wavelet_level_2_entropy,wavelet_level_3_entropy,wavelet_level_4_energy_ratio,wavelet_level_5_energy_ratio,wavelet_level_4_entropy,wavelet_level_5_entropy
layer1.csv,10,4512.724919093851,1.0,1504.799352750809,1696.0,1289.0,73.7054304988307,0.999164568839876,0.0005224715846700718,0.0002025659641650721,6.975991673992636e-05,2.4782755492480675,1.945662217157462,2.3081903584318297,3.1405971057007993,2.8511418089477767e-05,1.2122276459536973e-05,3.558632324775584,4.298018189868924
layer1.csv,11,4511.697749196142,1.0,1586.331189710611,1792.0,1238.0,81.07280851938734,0.9990947923081951,0.0005933386234666708,0.00022622899834496245,5.682687814960336e-05,2.471794436685515,1.7064389973137877,2.355465869965955,3.0841718367635904,1.9285354291350705e-05,9.527837552132215e-06,3.54515809239655,4.143478888793366
layer1.csv,12,4512.520900321543,1.0,1532.8520900321544,1743.0,1206.0,82.48104519933761,0.9993094048610495,0.00041767257281150164,0.0001514812455824213,6.843973019754994e-05,2.471731356427747,1.4045622971956957,2.560067178926949,3.0435076257553257,3.90742904995265e-05,1.3927299859418502e-05,3.4940296889260227,4.311847414121108
layer1.csv,13,4512.86858974359,1.0,1587.8814102564102,1748.0,1112.0,95.46426053260362,0.9974424399001354,0.002253113178146638,0.00020676047229187274,7.549306784448538e-05,2.462841640430814,1.9749507285957542,2.389340289374766,3.141421191677421,1.490466145183079e-05,7.288720129739156e-06,3.63557330971064,4.185257890164166
layer1.csv,14,4515.041533546326,1.0,1565.5143769968051,1920.0,1206.0,118.90603836406353,0.9994013919571724,0.0003464823602364299,0.0001676980552257007,5.896033532620985e-05,2.464996480547792,1.574287431038575,2.469439472430397,3.0684708802232756,1.5161394646874243e-05,1.030589739262489e-05,3.7344308339965284,4.210409043221887
layer1.csv,15,4515.821086261981,1.0,1587.8913738019169,1763.0,1172.0,86.45873467144929,0.9994693386406768,0.0002662992567412063,0.00016688241774656063,6.822638847211497e-05,2.4678382911762275,1.83814992153836,2.4423117264973118,3.0031495068761633,2.1638042449184174e-05,7.615253914293781e-06,3.739895053722403,4.235689942447449
layer1.csv,16,4518.003184713376,1.0,1521.6942675159235,1717.0,1161.0,94.4297779345541,0.9991252528713027,0.00052643891367572,0.00025415806054269964,5.993575103414623e-05,2.4674037856271736,1.1457657451573604,2.0888218058199612,3.0623651373953624,2.3116264648135058e-05,1.1098138796365364e-05,3.7247840039825255,4.334142403600286
layer1.csv,17,4517.59365079365,1.0,1616.4730158730158,1810.0,958.0,110.37969851057512,0.9987330037185163,0.0010703852462820294,0.00012402582635805855,5.3966644950613706e-05,2.4421539113003154,1.4864982330474856,2.280094500695051,3.141321346267113,1.007917880302039e-05,8.539385089922523e-06,3.642734062026069,4.146263849508893
layer1.csv,18,4516.126984126984,1.0,1529.0031746031746,1777.0,1248.0,106.99489673077791,0.9990575837736635,0.000508774917046443,0.00031706945436202496,7.710664428866198e-05,2.4756099343221116,2.028962581234226,2.3702371462000027,3.1872196319875776,2.8061360957110014e-05,1.1403849682144384e-05,3.5697204942238114,4.2351731420738385
layer1.csv,19,4515.775316455696,1.0,1562.2056962025317,1787.0,1137.0,88.80221996859507,0.9994138861394302,0.000374414188480724,0.00012538734344341536,5.304929374933183e-05,2.4639050310723722,1.834070731251206,2.3888824785478264,3.108015258644944,2.2489176865806944e-05,1.0773858030449881e-05,3.6600895333994212,4.219260690973909
layer1.csv,20,4516.044164037855,1.0,1524.198738170347,1712.0,1228.0,83.30152140531007,0.9993195712126817,0.00034902369913425603,0.00023236172362878503,6.094287818008225e-05,2.474778795343629,1.4587129408095598,2.643915987096771,2.9342964937512495,2.5343000619092713e-05,1.2757485755984805e-05,3.7763369704480247,4.288789600265833
layer1.csv,21,4514.305993690852,1.0,1578.236593059937,1863.0,1308.0,106.19236244080217,0.9991359842209053,0.0006378137787035922,0.000157396444139157,4.501639494519376e-05,2.4737333808232256,2.0167794957625715,1.9410844203197533,2.6314249400904837,1.4176957864117059e-05,9.612203442500077e-06,3.705220877614274,4.272753881299786
layer1.csv,22,4513.893081761006,1.0,1528.7610062893082,1728.0,1018.0,90.22598874785614,0.9988493249557039,0.0008815086051281834,0.0001379941339757754,9.237609672509763e-05,2.45788875876137,1.571605413880459,2.351244910021428,2.924598633374658,2.6128755930101285e-05,1.2667452536952528e-05,3.6063449654955786,4.394909911427589
layer1.csv,23,4513.175548589342,1.0,1634.115987460815,1828.0,1217.0,79.21437736542333,0.999376818160226,0.0004705691369381186,7.848073837085939e-05,4.5448603349548073e-05,2.468148444876707,1.767816251179655,1.967349033443226,2.899122419013397,1.990576097244378e-05,8.777600143096493e-06,3.5434065342555066,4.077852538673946
layer1.csv,24,4512.413793103448,1.0,1585.3134796238244,1863.0,1345.0,84.56417221665718,0.9991753855304036,0.0005341732257914723,0.00020532482829315743,4.781208845112785e-05,2.478535846893515,1.3837802114806168,2.3695921378383358,3.1213420018177236,2.4476711594612164e-05,1.2827615466026332e-05,3.5505652052128327,4.2000452934723125
layer1.csv,25,4511.409375,1.0,1584.671875,1801.0,1195.0,100.78123812984427,0.9992810307768003,0.00043352087843988226,0.00018857148200202744,7.459271558985639e-05,2.466568360547871,1.9365434859967654,2.506028616820909,3.1829370803121164,1.4758131203433035e-05,7.5260159646124085e-06,3.5653496837844996,4.343800318657484
layer1.csv,26,4511.401869158878,1.0,1555.8193146417445,1833.0,1206.0,93.03453819268707,0.9990412527403068,0.0005343626798526296,0.0002907383301470218,9.886307329802984e-05,2.470314589109436,2.0200232356991052,2.3759768464702624,2.9674886383002743,2.286827290712684e-05,1.191490348837277e-05,3.8760000759322963,4.082625656536378
layer1.csv,27,4509.2990654205605,1.0,1632.0934579439252,1896.0,1279.0,114.07246421094746,0.9995917212212846,0.00020086146573505966,0.0001325791332450353,5.360872682550115e-05,2.4656035663482063,1.9054095086773009,2.390021852600013,2.940881157708181,1.526466306744289e-05,5.964789842432968e-06,3.5930878137760454,4.464809689542223
layer1.csv,28,4508.45652173913,1.0,1561.975155279503,1733.0,1206.0,90.91122215885606,0.9992053648165099,0.0005320735860580914,0.00019383492338902978,3.4153053397628695e-05,2.469253856404009,1.9781880596169659,2.487724019267693,2.993038650312699,2.4715532996725832e-05,9.858087648465088e-06,3.5795336646952984,4.325795687729032
layer1.csv,29,4507.715170278638,1.0,1608.7275541795666,1824.0,1217.0,95.74353036154592,0.9992354659927263,0.0005111452956846643,0.00018722466921811324,4.328556746085506e-05,2.549107637920485,1.744088423422026,2.2372324737907574,3.047692531007457,1.4740391588607368e-05,8.138083321595055e-06,3.541625614446714,4.16842349886544
layer1.csv,30,4506.996904024768,1.0,1572.325077399381,1876.0,1380.0,79.12401339013998,0.9993763355313016,0.0004048464304779816,0.00014977291727512332,3.5172148857682163e-05,2.561947867853888,1.9972648088539469,2.5354183180877197,2.900953734181151,2.37206913073217e-05,1.0152280780480445e-05,3.779883076377006,4.281092630589309
layer1.csv,31,4506.687306501548,1.0,1594.3777089783282,1962.0,1195.0,119.66715862322273,0.999568051993919,0.000257410029425047,9.382566710528299e-05,6.0904216200331135e-05,2.5434474264653635,1.518355989090745,2.3838148861789503,3.0723390333717937,1.3011488402603894e-05,6.796604947969628e-06,3.8552697409585366,4.395215677793855
layer1.csv,32,4506.613003095975,1.0,1555.486068111455,1773.0,1336.0,89.50536049994136,0.9992689857630288,0.0003368924710275211,0.0003124226500841338,4.788636029062192e-05,2.5588734794827173,1.8113254383209028,2.2556883601593034,3.03600697549573,2.5439876831985954e-05,8.372878737025382e-06,3.69304261187339,4.304965542962769
layer1.csv,33,4506.5123456790125,1.0,1579.9197530864199,1819.0,1354.0,87.36993708428474,0.99893683726388,0.0007015837287402057,0.0002758184081353478,6.033666415170069e-05,2.5557663102673724,2.0067619832329884,2.6786968090115515,3.023450281392661,1.7504314834134234e-05,7.91962025871531e-06,3.6384660478558426,4.395153180345032
layer1.csv,34,4507.067692307693,1.0,1550.9907692307693,1987.0,1259.0,125.71688549836209,0.999087907016061,0.0005656814728304004,0.0002475904015151162,6.06552133177495e-05,2.5491560452319084,1.9221572480700724,2.4252924711029533,3.009410696294269,2.8500017941490018e-05,9.66587833438386e-06,3.711816490601923,4.350468639439772
layer1.csv,35,4508.012307692307,1.0,1632.0030769230768,1863.0,1137.0,102.78367121024439,0.99950657883952,0.00023774638960887,0.00018167364065610267,4.9855504412901045e-05,2.541729361089572,1.9350548129250558,2.6581772796005874,2.6294171609867374,1.9228815867914704e-05,4.9168099345121e-06,3.7220429590464863,4.102556783063461
layer1.csv,36,4506.9079754601225,1.0,1566.4509202453987,1801.0,1259.0,98.57613162498826,0.999238656466912,0.00040394625141595346,0.00024339068058122285,8.233655267034286e-05,2.552396392326215,1.7913170939545071,2.5338560365769474,3.235779810080036,2.394567954828954e-05,7.72436887209514e-06,3.605470763440481,4.415542571412498
layer1.csv,37,4507.617737003058,1.0,1604.0948012232416,1777.0,1149.0,86.07990138536408,0.9993254757912359,0.0004431678967955278,0.00017200342169310692,3.23791601277703e-05,2.5471780559491064,2.008546190502726,2.442846639764985,3.262058664430562,2.005302806364256e-05,6.920702084013979e-06,3.8296073019443644,4.155367054934862
layer1.csv,38,4508.3302752293575,1.0,1572.5626911314985,1792.0,1308.0,89.26150402274807,0.9992312950732076,0.00046875224375867797,0.00023342266409036877,4.286115857803497e-05,2.555763526187342,1.7774344383471423,2.565678045791493,3.034375781548753,1.560769768801325e-05,8.061162677020796e-06,3.8051994922781818,4.342763806758707
layer1.csv,39,4507.713414634146,1.0,1595.1615853658536,1801.0,1362.0,78.47056376740528,0.9994811947160686,0.0002371931095985524,0.00015905464137951363,9.256627856853886e-05,2.5592654226693257,1.7660661552672665,2.5184803120435735,2.919041074128429,2.1540899831509127e-05,8.450354553093596e-06,3.8183055470453118,4.447033116582706
layer1.csv,40,4508.337386018237,1.0,1540.1337386018238,1815.0,1308.0,97.6495831048537,0.9991221764901534,0.0004787632176265448,0.00021413279317517958,0.0001374250769243076,2.5573811659235117,1.7029829871369175,2.3296186001616963,2.8164241516697524,3.709088219027748e-05,1.0411539930347908e-05,3.461022513506014,4.2928072883624075
layer1.csv,41,4508.896656534955,1.0,1583.3890577507598,1728.0,1228.0,82.34101750004037,0.9994908367395969,0.00023293901632406196,0.0001954791890238604,5.9021322115453034e-05,2.5507776181164847,1.8638923763094644,2.703679398201305,2.8523551474080757,1.3534910341622593e-05,8.188822598304997e-06,3.740065873257995,4.413724360932017
layer1.csv,42,4508.851515151515,1.0,1586.7575757575758,1983.0,1298.0,99.50743243232922,0.9980525726147768,0.0014769702435589009,0.0003595047028282508,8.068449550874133e-05,2.55679518229689,1.593426401831323,2.2626797525507953,3.0570637761423036,2.0100863701125117e-05,1.0167079626014325e-05,3.551504087411718,4.353236799517283
layer1.csv,43,4509.752265861027,1.0,1613.2447129909365,1884.0,1279.0,108.77987388057369,0.9994014331381368,0.00030259592633543535,0.000174788445560281,9.572744980189271e-05,2.552324993995789,1.6079187643065223,2.3555588969574397,2.9490516847736488,1.6752140813966825e-05,8.702899351513645e-06,3.6965232676310666,4.255210638196051
layer1.csv,44,4509.392749244713,1.0,1525.6858006042296,1810.0,1206.0,108.2316152869478,0.9991098546616392,0.00045122532459305917,0.0002560138424616608,0.00014127250157197334,2.5510389551980976,2.037095689493659,2.200348904550987,2.6782446861097995,2.6594498283170357e-05,1.5039171450916628e-05,3.6418331367462504,4.344400659510786
layer1.csv,45,4509.536144578313,1.0,1573.1024096385543,1777.0,1269.0,111.91335016878402,0.999159946409499,0.0005099654197225961,0.00021261567682944572,8.76099011254862e-05,2.5546912485136857,1.8045723525599495,2.5983984514334297,2.9953042521215156,2.0346985756108374e-05,9.515607067611202e-06,3.7918971421785357,4.33487817421017
layer1.csv,46,4509.7027027027025,1.0,1537.111111111111,1782.0,1238.0,85.3200807714662,0.9994223544904303,0.00021438017120131258,0.00021433647616014715,0.00010847055240344773,2.5518313285849867,1.7294058141588045,2.316458855737607,3.1275870775852277,2.8118234836235467e-05,1.2340074968478962e-05,3.7262359640210017,4.286724284990295
layer1.csv,47,4510.110778443114,1.0,1583.8532934131736,1841.0,1259.0,109.76138806298283,0.9991100284380208,0.0006456801398554829,0.00014688940573510882,6.641586794414371e-05,2.552246987088327,1.8011063041559807,2.360514040874915,3.155805119259692,2.0356243890446792e-05,1.0629904553829718e-05,3.680476704253011,4.0062662603065125
layer1.csv,48,4510.122388059702,1.0,1398.7850746268657,1646.0,1060.0,97.94257417964228,0.9984677584270836,0.0009400619206122303,0.00043209545468467247,0.00010605493792794854,2.549769297417759,1.6430291325053752,2.0878752894638466,3.139908431138488,3.596913749635983e-05,1.806012219522222e-05,3.6860576301186345,4.455015815957442
layer1.csv,49,4510.746428571429,1.0,1218.2035714285714,1712.0,892.0,184.1049525642194,0.9978591513933972,0.0015560759769531636,0.0003537062928385755,0.00018543127167350526,2.3618098051183134,1.5217130853065954,2.18234228833298,2.873684535633102,3.1367993717270355e-05,1.4267071420309288e-05,3.6290486211396322,4.133968029723183
layer1.csv,50,4502.8185840707965,1.0,1331.6106194690265,1539.0,909.0,91.78060928763318,0.9980563879604529,0.001421302490239291,0.00032821110499181897,0.00014670739702931856,2.165859920775147,1.7675336145511944,1.9032520952203957,2.667839503046587,3.080402201046296e-05,1.6587025276120724e-05,3.18776308674864,3.8450085962966183
layer1.csv,51,4501.836419753086,1.0,1450.7654320987654,1651.0,670.0,114.91720278712943,0.9990608647568074,0.0005679710148720812,0.00019717296377846447,0.00013944998484742175,2.4970188076057616,1.5216586436283963,2.684528433908686,3.0947652270528634,2.2726704562931793e-05,1.181457513181622e-05,3.534072697952886,4.299085536233687
layer1.csv,52,4505.824074074074,1.0,1489.9382716049383,1768.0,1269.0,97.29994933309332,0.9994925455777854,0.00028261693442199753,0.00012062497533966563,5.756850517905106e-05,2.556135421461484,2.0321128065167122,2.5632611311720175,3.1475055240417062,3.34525236199521e-05,1.3191483653825475e-05,3.647423083222818,4.283132171808603
layer1.csv,53,4507.585139318885,1.0,1538.3869969040247,1722.0,1308.0,78.38115622618061,0.9993667927974953,0.0002448895851754491,0.00028322278575451334,7.308996534205895e-05,2.558454296651022,1.937907583850265,2.2799123227820797,2.920790952020917,2.2971118794460943e-05,9.03374743811576e-06,3.8221687463944574,4.306664912990244
layer1.csv,54,4509.695652173913,1.0,1569.8385093167701,1947.0,1238.0,116.15923428457639,0.9985536531747246,0.0010154159201904408,0.0003008074630214422,9.62038538090051e-05,2.475941307919341,1.739079156407679,2.34199441691153,2.9983611262010244,2.0403359887682177e-05,1.3516228366870697e-05,3.5632025929262627,4.235520962293309
layer1.csv,55,4510.11801242236,1.0,1579.1894409937888,1796.0,1217.0,106.49811831801337,0.9985345146086928,0.0011302207260296237,0.0002457414184677524,5.406812038674028e-05,2.4692975347138044,2.0072258494400885,2.563993777904758,2.8470048554416256,2.5134405730958024e-05,1.0320720692242942e-05,3.6133992460632443,4.281501025282676
layer1.csv,56,4510.576323987539,1.0,1549.2492211838007,1810.0,1298.0,90.23196245056432,0.9987825404551312,0.0008873172252685823,0.00022196287901582194,6.888510169275224e-05,2.4791473407686535,1.424617918093868,2.340404988462938,2.783869699951952,2.7490664143683618e-05,1.1803674748322781e-05,3.716572350707664,4.189364985257583
layer1.csv,57,4510.58125,1.0,1577.628125,1815.0,1018.0,97.68672419517596,0.9988040809338535,0.0009346073943954877,0.00019268067520338808,4.744064269347834e-05,2.454797524500785,1.8594362305428356,2.398569601304789,2.969616003913867,1.4004737512855254e-05,7.1856163413180144e-06,3.5130495398851047,4.267609004430454
layer1.csv,58,4511.059375,1.0,1574.034375,1908.0,1137.0,132.4687300586798,0.9985423385429557,0.0009552373556084563,0.0003993202042887999,6.370447087025883e-05,2.460418285014231,1.9993001791518987,2.4815348641214503,2.9501993162643787,2.8163322310126865e-05,1.1236103966670529e-05,3.6034013003998164,4.352781135165047
layer1.csv,59,4511.742946708464,1.0,1552.7398119122256,1782.0,989.0,115.51638736748497,0.9978394229319719,0.0018073329585532431,0.00018090097618431232,0.00014209640498916886,2.448731612489635,1.5968630815729372,2.2389338209125875,2.160565170830225,1.9718341035405536e-05,1.0528387266198918e-05,3.6857370214271183,4.2809987079927305
layer1.csv,60,4512.009433962264,1.0,1579.7358490566037,1850.0,1354.0,94.3264405884714,0.9993217215878676,0.00046321016843382313,0.00013832497736592476,5.009055352162492e-05,2.479620572068992,1.9520753104602266,2.125940116280941,3.0381777673302848,1.8046240202246304e-05,8.606472608693788e-06,3.532909752165258,4.379594674801162
layer1.csv,61,4511.933962264151,1.0,1561.122641509434,1787.0,1137.0,96.42861955743216,0.9987309973691285,0.0010229398604172564,0.00014882369424093123,5.931008712467048e-05,2.4715408868192204,2.0558970435666772,2.305345630274432,2.923225162177654,2.5505256231645135e-05,1.242373285711191e-05,3.6425454736174894,3.6416991917973816
layer1.csv,62,4512.044164037855,1.0,1526.5110410094637,1728.0,1289.0,81.62009423823821,0.9986604829178735,0.0009934797039040809,0.0002582633692258432,4.720109395019321e-05,2.4820483176336356,1.758388676217491,2.592004584781673,3.040553349434865,2.64483418969721e-05,1.4124573149427093e-05,3.7342399787451237,4.391148609451861
layer1.csv,63,4511.224683544304,1.0,1525.1012658227849,1733.0,1161.0,91.06272632081676,0.9989916487292608,0.0006683808696745029,0.00022855193460398984,7.610574238648467e-05,2.4695192613175654,1.967876003732998,2.0975255768458174,2.9193433716299624,2.638332088889516e-05,8.929403185302936e-06,3.480934508842822,4.2756673963064555
layer1.csv,64,4512.370253164557,1.0,1541.363924050633,1837.0,1259.0,137.4106976831367,0.999101979605699,0.0005516252811914859,0.00020960564681374338,8.551662405659943e-05,2.4686735182460846,2.004388225793428,2.431236080930738,3.042050913811886,3.74492517423737e-05,1.382359049681437e-05,3.4297563911456477,4.0214374819115895
layer1.csv,65,4511.83492063492,1.0,1569.7714285714285,1806.0,1099.0,97.44884767831888,0.9994063420523536,0.0003026556536710189,0.00018820329083319112,6.790063623011732e-05,2.4585495911676376,1.7037713393154599,2.5439958494089088,2.8831543516665414,2.6471142974917537e-05,8.427223936963202e-06,3.641542457849774,4.357053475531847
layer1.csv,66,4511.942492012779,1.0,1559.932907348243,1748.0,1217.0,89.21857410332085,0.9995242561614074,0.0003181673659276721,7.902769591350772e-05,5.161975126276596e-05,2.4701144352120123,1.6365299056411413,1.963627962356081,2.8648621546800856,1.7059726061346605e-05,9.869299427125196e-06,3.60613841748804,4.282815819089923
layer1.csv,67,4511.361022364217,1.0,1546.9808306709265,1792.0,1259.0,90.42508566852356,0.9993665804960287,0.00020002070790849,0.0003264712220780946,7.641634553761002e-05,2.4749453273492263,1.840551896521687,2.3835286294837696,3.028047153816755,2.1861277977442418e-05,8.649950469952624e-06,3.4770021140208547,4.29966292323657
layer1.csv,68,4511.346153846154,1.0,1506.8557692307693,1828.0,1195.0,98.71560598077627,0.9986884254507381,0.0008932138726566687,0.0003116396276390727,6.749202462561689e-05,2.474903999510673,1.995597281000322,2.190584238594139,3.0780954346486618,2.8120834826310503e-05,1.110818951456356e-05,3.6729225249816464,4.189801518866508
layer1.csv,69,4510.893890675241,1.0,1569.0610932475884,1796.0,1206.0,107.03639792067813,0.9992629563508666,0.0003789396282243104,0.0002408834209375468,9.188190675215444e-05,2.4687888734572927,1.7801397334318734,2.200086815242207,2.58217445084524,1.719605931233611e-05,8.142633906874564e-06,3.742378546137546,4.181730610576205
layer1.csv,70,4511.72347266881,1.0,1556.2443729903537,1777.0,1279.0,95.2405893715235,0.9981326209972257,0.0011635518378405325,0.0005463458416870365,0.00011320203591098236,2.477966935309527,1.907337433301559,2.329974913810388,2.845411254714043,3.0946696439277e-05,1.3332590896444398e-05,3.6397516910035765,4.385439445494585
layer1.csv,71,4510.693548387097,1.0,1601.967741935484,1824.0,1206.0,98.23818450531924,0.998866226742278,0.0009405934475240612,0.00012809670338394732,3.7915586193821774e-05,2.4679490141013742,1.7536135633495014,2.1748947972178407,3.0290732161094374,1.8436130917293856e-05,8.73138970294903e-06,3.446766276900218,4.014547468696627
layer1.csv,72,4510.550161812298,1.0,1543.8058252427184,1773.0,1345.0,92.1399728342605,0.9991715200792647,0.00058610113364583,0.0001584847693968081,6.245996857887934e-05,2.481164103791607,1.9378504195199842,2.4439085827106277,3.2289433024071688,1.5106553248097702e-05,6.3274958658625266e-06,3.755689949459193,4.315249495355615
layer1.csv,73,4509.838187702266,1.0,1586.0194174757282,1833.0,1298.0,98.62694714867628,0.999323444697153,0.00040116041609425043,0.00019055803311650944,5.944781819517284e-05,2.474794392017949,1.7029526935531412,2.058438621402973,2.7684552071935573,1.8168110251402347e-05,7.220925189901201e-06,3.5290590108067774,4.120475621802086
layer1.csv,74,4509.506493506494,1.0,1560.159090909091,1733.0,1279.0,78.05599065475776,0.9990597803300193,0.0006766187358386552,0.00019545551132021306,3.777499815243706e-05,2.4763221807491824,1.8618026013333022,2.270418543271871,2.9736692583857183,2.039882057389152e-05,9.971604095289733e-06,3.7141286267639746,4.1254849975452625
layer1.csv,75,4508.156351791531,1.0,1625.456026058632,1863.0,1206.0,112.403678002579,0.9994606420991884,0.0003405572805455843,0.00013113182398233515,4.3272265122335444e-05,2.4637514050937184,2.059696021995617,2.44343686318349,2.8383784657820637,1.585876253583378e-05,8.537768625503281e-06,3.579663539279481,4.145158116106628
layer1.csv,76,4507.794788273615,1.0,1548.3029315960912,1819.0,1206.0,115.62807988484137,0.9992228934060339,0.0006198027541830779,7.491077555059189e-05,4.7525637772770105e-05,2.468175552480691,1.5223137911922229,2.3211325186593514,2.582913699972913,2.4195337178889723e-05,1.0672089280875187e-05,3.6110684658011576,4.188064978883325
layer1.csv,77,4506.892156862745,1.0,1600.6830065359477,1896.0,1195.0,120.32011023477519,0.999175505998159,0.00045591164663947296,0.0002791320118651628,6.105635427733192e-05,2.4610079845137687,1.9547204047178959,1.8428046403212401,2.986590585888305,1.868059263257969e-05,9.713396426562392e-06,3.4140288746144996,3.622027691840117
layer1.csv,78,4505.803278688524,1.0,1575.8131147540983,1773.0,1248.0,92.83813425670252,0.9984605064530121,0.0010177933627362789,0.00041161487422140423,7.425135012666196e-05,2.474381611397241,1.7201223920396922,2.539574165502952,2.8788958863867053,2.5141944526040407e-05,1.069201537747649e-05,3.4232494952661505,4.421126268942215
layer1.csv,79,4504.983660130719,1.0,1544.9313725490197,1828.0,1279.0,98.47380393543656,0.9993531459358711,0.0001666555315397853,0.00030824724501823947,0.00013037932080793463,2.473425583372525,1.7213967313594367,2.3971949215765873,2.648777701837857,2.9712639345499478e-05,1.185932741745297e-05,3.5865424390641807,4.3772834995664995
layer1.csv,80,4503.698360655738,1.0,1594.6196721311476,1833.0,1086.0,116.44673561744045,0.9986237859223279,0.0009506046240004743,0.00025926725925339694,0.00013806147566737572,2.4583771726593424,1.3976141706975653,2.449657287329572,2.762433946151128,1.870100805310213e-05,9.57971069757179e-06,3.6524675439994043,4.0420812164169675
layer1.csv,81,4502.8453947368425,1.0,1511.8256578947369,1801.0,1018.0,102.28623022823756,0.9991471339628476,0.0004782665698253064,0.0002674120802155907,7.822334233855538e-05,2.4576139256741394,1.812133611194819,2.487831621891194,2.7116042855998863,1.877967944510427e-05,1.0184365327735822e-05,3.511559026422852,4.339151319079689
layer1.csv,82,4501.953947368421,1.0,1539.845394736842,1777.0,1099.0,104.20409082459778,0.9991800288068402,0.00033828872227761696,0.00035627608934825724,8.837573886817988e-05,2.473769758279914,1.3733582659944317,2.009531099691141,2.9366743803386894,1.9998743742012903e-05,1.703189892380211e-05,3.202918303648907,4.293735818165105
layer1.csv,83,4502.877483443709,1.0,1566.7649006622516,1792.0,958.0,126.17939384181611,0.9989834375843121,0.000737127058123171,0.00017687226554099055,7.500486423231809e-05,2.442114914771333,1.6852903243929578,2.351469327800525,3.1069668115245843,1.6744164892698827e-05,1.081406289861289e-05,3.70453739850397,4.154384854505248
